unit,cycle,sensor_14,sensor_7,sensor_15,sensor_10,sensor_18,sensor_24,sensor_23,sensor_5,sensor_20,sensor_6,RUL
74,99,47.57,1406.4,521.49,553.53,8.4058,23.2388,38.93,642.63,393,1598.24,67
74,100,47.42,1401.16,521.92,553.65,8.4455,23.3013,38.88,642.81,392,1591.05,66
74,101,47.38,1404.66,521.63,552.68,8.4264,23.4033,39.02,642.26,393,1586.88,65
74,102,47.54,1403.75,521.56,553.24,8.4358,23.3539,38.8,642.37,393,1589.5,64
74,103,47.55,1405.94,521.66,554.0,8.462,23.3441,38.87,641.98,393,1589.18,63
74,104,47.42,1403.47,521.6,554.3,8.4333,23.3022,38.94,642.46,393,1587.45,62
74,105,47.5,1395.87,521.35,553.67,8.4324,23.2421,38.9,642.59,393,1588.29,61
74,106,47.35,1395.86,521.96,553.48,8.451,23.3248,38.76,642.18,392,1583.73,60
74,107,47.47,1405.97,521.41,553.36,8.4422,23.2887,38.81,642.72,393,1585.41,59
74,108,47.32,1401.95,521.6,553.94,8.4335,23.2729,38.92,642.53,392,1596.06,58
74,109,47.44,1408.36,521.54,553.63,8.4397,23.3458,38.77,642.67,394,1589.44,57
74,110,47.6,1410.15,521.35,553.1,8.4632,23.2665,39.07,642.64,393,1591.73,56
74,111,47.6,1413.43,520.99,554.09,8.4492,23.3011,38.63,642.68,393,1595.06,55
74,112,47.37,1411.42,521.5,553.51,8.4485,23.2548,38.96,642.75,392,1585.25,54
74,113,47.47,1403.74,521.69,552.95,8.44,23.238,38.79,642.83,393,1596.96,53
74,114,47.51,1414.89,522.06,553.24,8.4423,23.3154,38.92,642.39,394,1591.45,52
74,115,47.65,1410.36,521.33,552.91,8.4018,23.2514,38.79,642.43,394,1591.88,51
74,116,47.68,1406.84,521.69,552.69,8.4309,23.2317,38.75,642.35,393,1589.06,50
74,117,47.53,1409.75,521.03,553.24,8.4948,23.1815,38.87,642.53,393,1584.49,49
74,118,47.54,1405.71,521.19,553.64,8.4314,23.271,38.84,643.16,394,1591.62,48
74,119,47.51,1409.85,521.13,553.81,8.4466,23.2363,38.55,642.7,393,1593.63,47
74,120,47.7,1407.1,521.35,553.01,8.4432,23.357,38.74,642.27,393,1589.65,46
74,121,47.66,1405.77,520.97,552.88,8.4394,23.2854,38.89,642.53,394,1588.85,45
74,122,47.61,1405.94,521.17,552.57,8.445,23.3036,38.89,642.24,392,1597.21,44
74,123,47.66,1405.57,521.61,552.73,8.4433,23.2637,38.73,642.77,394,1589.39,43
74,124,47.6,1421.53,521.31,553.86,8.4444,23.251,38.93,642.51,393,1587.31,42
74,125,47.53,1412.02,520.52,552.84,8.4478,23.3422,38.85,642.72,392,1587.27,41
74,126,47.46,1411.39,521.08,553.73,8.4534,23.2693,38.66,642.48,393,1592.15,40
74,127,47.54,1410.18,520.88,552.62,8.4365,23.4133,38.77,642.79,392,1593.71,39
74,128,47.79,1409.77,520.4,553.44,8.4762,23.1698,38.53,642.46,395,1596.34,38
74,129,47.66,1407.31,521.5,553.26,8.4602,23.1738,38.68,642.39,394,1592.04,37
74,130,47.68,1417.52,521.66,552.98,8.4936,23.3694,38.78,642.89,394,1589.55,36
74,131,47.76,1409.96,520.63,552.93,8.4409,23.2692,38.99,643.23,393,1600.18,35
74,132,47.78,1418.97,520.89,552.82,8.4977,23.3244,38.77,642.6,393,1588.11,34
74,133,47.68,1417.31,520.84,553.51,8.4448,23.2027,38.78,642.9,393,1599.4,33
74,134,47.79,1416.62,521.46,553.0,8.4355,23.157,38.71,643.36,395,1591.59,32
74,135,47.75,1412.3,520.87,552.9,8.4491,23.2522,38.82,642.83,394,1596.42,31
74,136,47.6,1416.91,520.64,553.17,8.4132,23.2211,38.7,642.91,395,1601.05,30
74,137,47.56,1413.32,521.11,552.71,8.4626,23.2099,38.75,642.66,393,1590.3,29
74,138,47.79,1418.69,521.35,552.89,8.451,23.2749,38.7,642.88,396,1590.98,28
74,139,47.74,1417.17,521.47,552.45,8.489,23.2205,38.7,642.99,394,1590.43,27
74,140,47.69,1416.74,520.76,552.68,8.457,23.1209,38.54,643.01,394,1593.96,26
74,141,47.92,1422.88,521.0,552.66,8.4642,23.0726,38.63,643.3,393,1601.19,25
74,142,47.81,1419.58,521.04,552.52,8.4443,23.2112,38.65,643.28,395,1594.44,24
74,143,47.7,1420.47,520.06,552.43,8.4755,23.2623,38.65,642.95,395,1589.67,23
74,144,47.72,1416.33,520.86,552.66,8.4673,23.2596,38.67,643.37,394,1591.53,22
74,145,47.68,1418.11,520.25,552.11,8.4626,23.2571,38.73,642.33,393,1598.46,21
74,146,47.77,1419.52,520.19,551.95,8.4815,23.0928,38.71,643.39,395,1592.18,20
74,147,47.8,1421.0,520.92,552.54,8.474,23.0972,38.57,643.16,394,1597.28,19
74,148,47.96,1415.9,520.54,552.45,8.4605,23.0668,38.89,643.33,394,1597.24,18
74,149,47.75,1412.37,520.22,551.53,8.5138,23.0306,38.77,643.15,394,1595.7,17
74,150,47.97,1420.21,520.57,551.73,8.5296,23.2245,38.61,643.47,396,1603.26,16
74,151,47.92,1419.6,520.33,552.15,8.4756,23.1584,38.49,643.03,395,1599.69,15
74,152,47.81,1420.12,520.11,552.2,8.5061,23.2017,38.67,643.25,395,1594.29,14
74,153,47.84,1422.36,519.87,551.82,8.5108,23.1301,38.64,643.29,394,1601.55,13
74,154,47.94,1418.04,520.45,551.78,8.481,23.021,38.54,643.55,395,1592.46,12
74,155,47.99,1417.41,519.84,552.93,8.4984,23.1676,38.71,643.83,395,1598.91,11
74,156,48.11,1421.75,519.91,552.19,8.5248,23.1377,38.51,643.42,397,1599.03,10
74,157,48.0,1418.78,519.78,552.1,8.5289,23.0369,38.48,643.27,395,1592.25,9
74,158,48.07,1424.76,520.3,551.07,8.5274,23.1293,38.6,643.88,394,1597.92,8
74,159,48.01,1430.31,520.13,551.67,8.4614,23.1524,38.47,643.62,395,1597.26,7
74,160,48.04,1431.59,519.6,551.32,8.4995,23.1293,38.51,643.47,395,1599.38,6
74,161,48.05,1429.6,519.68,551.7,8.5092,23.0624,38.4,643.96,395,1601.06,5
74,162,48.03,1430.56,519.8,552.33,8.5218,23.073,38.5,643.7,395,1604.64,4
74,163,48.17,1426.01,519.79,551.86,8.508,23.0785,38.48,644.16,397,1607.16,3
74,164,48.22,1423.05,519.23,550.61,8.525,23.0552,38.45,643.64,396,1600.62,2
74,165,48.02,1423.1,519.61,551.65,8.5342,23.0288,38.42,643.96,394,1599.81,1
74,166,48.07,1431.14,519.52,550.35,8.5309,22.9906,38.36,643.29,398,1604.39,0
75,1,47.64,1404.45,521.34,553.69,8.4538,23.2272,38.98,642.1,392,1590.06,228
75,2,47.45,1401.76,521.96,553.59,8.4161,23.195,38.89,642.5,391,1591.85,227
75,3,47.6,1404.45,521.15,553.74,8.4266,23.2593,38.89,642.62,391,1591.86,226
75,4,47.58,1402.91,521.27,553.05,8.4439,23.3074,38.87,642.49,393,1593.67,225
75,5,47.32,1408.21,521.95,553.73,8.4267,23.3825,38.67,642.69,393,1584.46,224
75,6,47.44,1408.18,521.59,553.39,8.4402,23.234,38.82,642.56,394,1588.83,223
75,7,47.52,1403.19,521.49,553.56,8.4461,23.2628,38.93,641.88,394,1588.81,222
75,8,47.45,1405.41,521.48,553.58,8.4447,23.2433,38.91,642.16,392,1583.86,221
75,9,47.37,1406.26,521.22,553.65,8.388,23.3791,38.65,642.39,394,1583.05,220
75,10,47.54,1401.19,521.63,553.48,8.4439,23.3318,38.91,642.86,394,1585.13,219
75,11,47.43,1404.13,521.68,553.44,8.4186,23.3514,38.98,642.92,394,1588.65,218
75,12,47.28,1397.69,521.51,553.24,8.4332,23.1449,38.99,642.52,395,1585.93,217
75,13,47.46,1400.05,521.46,553.19,8.4665,23.2982,38.93,642.2,394,1589.69,216
75,14,47.5,1401.28,521.54,553.55,8.4456,23.4128,38.64,642.59,394,1587.24,215
75,15,47.61,1408.6,521.52,553.92,8.4266,23.2796,38.95,642.68,392,1590.54,214
75,16,47.25,1401.91,521.81,553.03,8.4216,23.2824,38.77,642.47,393,1590.97,213
75,17,47.56,1408.52,521.52,553.91,8.4391,23.3395,38.74,642.54,392,1589.68,212
75,18,47.43,1405.9,521.39,553.62,8.4368,23.2307,38.78,642.56,393,1588.87,211
75,19,47.51,1406.85,521.48,553.57,8.4872,23.1703,38.82,642.69,392,1597.83,210
75,20,47.4,1408.83,521.04,554.35,8.4508,23.2674,38.78,642.51,394,1594.99,209
75,21,47.6,1420.87,521.56,553.31,8.426,23.3144,38.95,642.44,392,1592.53,208
75,22,47.34,1402.52,521.51,553.48,8.4603,23.3685,38.87,642.39,393,1587.18,207
75,23,47.52,1404.36,521.67,553.81,8.4201,23.3583,38.69,642.64,393,1587.76,206
75,24,47.49,1402.35,521.57,553.59,8.4353,23.2487,38.86,642.53,393,1590.9,205
75,25,47.43,1400.39,521.73,553.32,8.4098,23.2733,38.9,642.47,393,1582.39,204
75,26,47.5,1404.03,521.21,553.56,8.429,23.3265,38.68,642.68,392,1591.18,203
75,27,47.37,1409.44,521.25,553.32,8.451,23.2463,38.79,642.17,393,1594.22,202
75,28,47.37,1408.75,521.75,553.5,8.4199,23.3315,38.85,642.23,393,1585.87,201
75,29,47.47,1405.48,521.71,554.08,8.4446,23.3549,38.81,642.64,394,1586.82,200
75,30,47.47,1412.48,521.24,553.39,8.4698,23.251,38.89,642.46,392,1581.54,199
75,31,47.57,1413.3,521.37,553.24,8.3968,23.3385,38.73,642.37,392,1585.53,198
75,32,47.64,1405.33,522.02,553.78,8.4126,23.2555,38.77,642.4,394,1590.5,197
75,33,47.41,1413.84,521.09,552.84,8.4357,23.3136,38.71,642.03,393,1587.15,196
75,34,47.6,1405.26,521.24,553.65,8.4409,23.3381,38.81,642.45,394,1580.71,195
75,35,47.51,1413.98,521.48,553.65,8.4634,23.1933,38.75,642.47,392,1592.67,194
75,36,47.56,1406.13,521.73,553.58,8.4106,23.4196,38.85,642.83,394,1597.59,193
75,37,47.54,1401.26,521.67,553.65,8.4594,23.3121,38.8,642.72,391,1590.03,192
75,38,47.42,1408.76,521.32,553.24,8.4215,23.213,38.84,642.75,393,1586.28,191
75,39,47.46,1403.45,521.48,554.1,8.3925,23.2519,38.8,642.3,392,1587.0,190
75,40,47.59,1408.81,521.61,553.72,8.4216,23.3169,38.89,642.38,393,1589.64,189
75,41,47.47,1403.8,521.55,553.98,8.4336,23.3154,38.62,642.24,392,1588.94,188
75,42,47.57,1410.79,521.49,553.27,8.4377,23.4222,38.77,642.42,393,1587.56,187
75,43,47.54,1407.01,521.54,553.42,8.3988,23.3374,39.0,643.09,395,1585.47,186
75,44,47.49,1407.94,521.18,553.49,8.4742,23.3429,38.93,642.5,393,1590.63,185
75,45,47.56,1411.18,520.69,553.0,8.4097,23.2695,38.81,643.01,393,1588.06,184
75,46,47.46,1409.76,521.25,552.57,8.4229,23.3038,38.72,642.47,392,1593.21,183
75,47,47.46,1404.21,521.71,552.88,8.4222,23.264,38.97,641.97,394,1589.95,182
75,48,47.69,1403.56,521.71,553.07,8.4329,23.361,38.97,642.22,393,1589.96,181
75,49,47.53,1410.52,521.28,553.37,8.4285,23.34,38.88,642.23,395,1584.88,180
75,50,47.6,1404.58,521.17,553.19,8.4117,23.3472,38.76,642.81,393,1596.21,179
75,51,47.57,1407.2,521.57,553.41,8.4693,23.2797,38.73,642.44,392,1592.46,178
75,52,47.48,1410.95,521.54,554.41,8.4366,23.3394,38.77,642.45,393,1589.51,177
75,53,47.49,1406.56,521.42,554.07,8.4235,23.3193,39.0,642.91,393,1588.96,176
75,54,47.7,1412.05,521.69,553.8,8.4249,23.2647,38.91,642.35,393,1582.68,175
75,55,47.62,1409.22,521.42,553.36,8.4517,23.4278,38.77,642.47,392,1586.26,174
75,56,47.54,1404.88,521.78,553.73,8.4442,23.2717,38.91,643.07,394,1584.65,173
75,57,47.48,1402.31,521.5,553.35,8.4633,23.3897,39.04,643.13,393,1592.51,172
75,58,47.5,1410.69,521.28,553.62,8.4314,23.2983,38.68,642.73,392,1589.93,171
75,59,47.4,1405.79,521.15,553.96,8.4287,23.3721,38.84,642.17,392,1593.36,170
75,60,47.41,1407.16,521.49,552.83,8.4347,23.2298,38.91,642.38,394,1587.19,169
75,61,47.58,1406.58,521.38,553.85,8.4622,23.2379,38.86,642.46,392,1598.89,168
75,62,47.37,1411.25,521.3,554.01,8.4419,23.2351,38.72,642.19,393,1584.42,167
75,63,47.76,1406.52,521.35,553.35,8.4583,23.3573,39.02,642.95,393,1582.39,166
75,64,47.62,1404.22,521.46,553.66,8.4442,23.2201,38.74,642.53,393,1590.31,165
75,65,47.46,1413.01,522.07,553.91,8.4096,23.3891,38.88,642.56,393,1586.48,164
75,66,47.57,1403.16,521.69,553.63,8.4487,23.3713,39.03,642.58,394,1585.71,163
75,67,47.32,1410.75,521.94,553.76,8.4341,23.3569,38.88,642.85,393,1586.13,162
75,68,47.62,1414.84,521.26,553.87,8.4591,23.356,38.91,642.92,392,1592.34,161
75,69,47.62,1404.32,521.44,552.77,8.4434,23.3309,38.74,642.53,392,1589.59,160
75,70,47.6,1408.52,521.66,554.14,8.4346,23.2718,38.75,642.64,393,1594.83,159
75,71,47.61,1405.12,521.58,552.81,8.4584,23.3008,38.96,642.29,394,1593.64,158
75,72,47.48,1408.87,521.6,553.37,8.4127,23.2634,38.85,642.39,393,1589.8,157
75,73,47.44,1411.97,521.1,553.55,8.4772,23.2638,38.75,642.84,394,1595.12,156
75,74,47.48,1405.04,520.84,553.76,8.4348,23.2009,38.79,642.4,391,1586.66,155
75,75,47.7,1403.98,521.71,553.35,8.4434,23.3079,38.81,642.26,394,1594.3,154
75,76,47.56,1409.85,521.17,553.61,8.4433,23.4086,38.99,642.65,393,1590.89,153
75,77,47.79,1410.93,521.39,553.51,8.3986,23.3321,38.86,642.51,395,1594.05,152
75,78,47.48,1405.47,521.3,553.8,8.4626,23.3868,38.9,642.65,394,1597.2,151
75,79,47.48,1408.22,521.7,552.33,8.4521,23.2556,38.73,642.49,394,1592.1,150
75,80,47.47,1408.91,521.66,553.14,8.3924,23.3604,38.88,643.03,394,1595.21,149
75,81,47.65,1410.58,520.73,553.19,8.449,23.2651,38.64,642.7,393,1591.64,148
75,82,47.51,1413.86,521.31,553.73,8.4613,23.3353,38.8,642.86,393,1592.99,147
75,83,47.43,1414.39,521.42,552.67,8.4366,23.271,38.76,642.88,392,1592.98,146
75,84,47.51,1406.17,521.91,553.87,8.4289,23.2731,38.74,642.78,393,1595.76,145
75,85,47.46,1412.8,521.61,553.04,8.4312,23.3029,38.95,642.83,392,1585.48,144
75,86,47.65,1406.92,521.22,553.32,8.4634,23.3135,38.85,642.86,394,1578.91,143
75,87,47.52,1407.44,521.5,553.5,8.4675,23.4095,38.63,642.65,393,1592.61,142
75,88,47.49,1407.71,521.5,552.83,8.4313,23.3678,38.78,642.53,394,1588.28,141
75,89,47.56,1416.08,521.16,553.4,8.4226,23.322,38.89,642.66,394,1586.92,140
75,90,47.44,1417.08,521.87,553.39,8.4283,23.2849,38.89,642.66,393,1583.44,139
75,91,47.56,1409.76,521.45,553.21,8.434,23.2536,38.75,642.39,395,1586.94,138
75,92,47.59,1415.66,521.28,553.57,8.4342,23.3212,38.81,642.58,395,1592.09,137
75,93,47.48,1411.37,521.73,553.12,8.4705,23.2251,38.89,642.82,392,1588.72,136
75,94,47.51,1408.76,521.61,553.15,8.4622,23.1845,38.85,642.77,394,1588.74,135
75,95,47.67,1412.35,521.02,553.3,8.4662,23.3584,38.98,642.52,395,1581.54,134
75,96,47.52,1404.55,521.18,553.94,8.4481,23.355,38.7,642.54,392,1587.07,133
75,97,47.56,1406.73,521.19,553.66,8.4144,23.41,38.79,642.84,392,1592.52,132
75,98,47.64,1407.16,521.22,553.15,8.4334,23.4189,38.6,642.78,392,1593.34,131
75,99,47.3,1410.67,521.67,552.61,8.4341,23.2544,38.86,642.96,393,1586.07,130
75,100,47.58,1405.65,521.43,553.47,8.4586,23.1837,38.95,642.9,394,1584.68,129
75,101,47.41,1409.7,521.19,553.72,8.4336,23.4707,38.86,642.74,392,1592.48,128
75,102,47.73,1408.29,521.75,553.93,8.4318,23.3103,38.83,643.01,394,1586.68,127
75,103,47.58,1410.29,521.43,553.3,8.401,23.3257,38.87,642.91,393,1599.13,126
75,104,47.55,1414.04,521.13,552.8,8.4532,23.2572,38.86,642.59,392,1579.79,125
75,105,47.71,1412.82,521.38,553.64,8.4813,23.2443,38.81,642.64,392,1591.96,124
75,106,47.46,1408.59,521.36,553.04,8.4346,23.3009,38.65,642.65,393,1585.18,123
75,107,47.31,1413.67,520.83,552.92,8.443,23.3651,38.81,642.85,392,1594.64,122
75,108,47.57,1410.94,520.91,553.6,8.4235,23.2634,38.89,642.75,392,1593.82,121
75,109,47.47,1408.99,521.09,553.35,8.4117,23.3068,38.74,642.6,394,1594.14,120
75,110,47.63,1416.92,521.18,552.6,8.4143,23.172,38.67,642.21,395,1589.32,119
75,111,47.67,1406.15,520.97,552.8,8.4766,23.4102,38.82,642.14,394,1588.76,118
75,112,47.63,1409.57,521.23,553.15,8.4313,23.1418,38.84,642.4,393,1587.53,117
75,113,47.57,1412.68,521.52,552.77,8.4327,23.379,38.66,642.74,393,1586.68,116
75,114,47.49,1423.02,521.46,553.2,8.4677,23.2364,38.8,642.98,393,1590.2,115
75,115,47.71,1415.52,521.33,552.79,8.4234,23.3571,38.83,642.74,391,1595.32,114
75,116,47.46,1414.79,520.76,553.51,8.4308,23.2583,38.78,643.35,393,1580.43,113
75,117,47.61,1407.41,521.44,553.25,8.4479,23.2458,38.62,643.33,394,1588.5,112
75,118,47.43,1412.72,521.46,553.52,8.4405,23.3376,38.85,642.63,395,1594.01,111
75,119,47.64,1409.77,521.32,553.14,8.4467,23.2048,38.8,642.98,393,1590.29,110
75,120,47.46,1407.32,521.14,553.09,8.4722,23.2277,38.97,642.65,394,1593.23,109
75,121,47.59,1407.75,521.41,552.91,8.4365,23.1774,38.59,642.76,393,1590.7,108
75,122,47.64,1416.17,520.8,552.69,8.4223,23.217,38.87,642.62,393,1591.98,107
75,123,47.8,1410.97,521.34,552.75,8.4148,23.2345,39.03,642.84,394,1595.79,106
75,124,47.55,1403.72,520.8,553.38,8.4603,23.3049,38.87,643.13,393,1595.5,105
75,125,47.6,1414.48,520.8,553.27,8.4165,23.2563,38.83,642.63,394,1597.65,104
75,126,47.54,1405.91,521.47,553.14,8.4402,23.344,38.88,643.29,393,1595.36,103
75,127,47.73,1411.51,521.13,553.08,8.4726,23.3082,38.84,642.61,393,1587.04,102
75,128,47.72,1411.87,521.01,552.99,8.4675,23.2386,38.69,642.87,394,1591.05,101
75,129,47.65,1413.68,521.04,553.26,8.4482,23.2438,38.67,642.22,392,1585.6,100
75,130,47.72,1414.38,521.25,552.66,8.4864,23.3025,38.8,642.6,395,1598.63,99
75,131,47.7,1403.7,520.65,552.54,8.4425,23.2916,38.85,642.89,393,1588.55,98
75,132,47.6,1413.02,521.66,553.03,8.4438,23.1907,38.88,643.14,393,1590.41,97
75,133,47.68,1406.51,521.02,553.61,8.4148,23.1583,38.93,642.82,393,1583.5,96
75,134,47.59,1411.5,520.37,553.69,8.4822,23.2788,38.72,642.72,393,1590.8,95
75,135,47.73,1413.86,521.19,553.02,8.4507,23.3099,38.69,642.57,394,1594.49,94
75,136,47.75,1407.95,521.05,553.19,8.4802,23.2413,38.75,642.45,393,1591.55,93
75,137,47.78,1413.75,520.94,553.05,8.4241,23.357,38.72,643.7,393,1592.24,92
75,138,47.87,1417.96,521.06,552.68,8.4634,23.2815,38.64,642.95,393,1587.68,91
75,139,47.82,1407.71,520.44,552.73,8.4753,23.3358,38.7,642.64,393,1590.89,90
75,140,47.68,1411.1,520.48,553.39,8.4806,23.3186,38.7,642.94,393,1591.7,89
75,141,47.72,1412.7,521.09,552.51,8.4606,23.2144,38.83,643.54,394,1595.67,88
75,142,47.68,1403.93,521.18,552.55,8.4382,23.2243,38.79,643.4,393,1596.1,87
75,143,47.62,1408.34,521.07,552.97,8.4598,23.2463,38.77,642.83,394,1593.63,86
75,144,47.64,1408.72,521.07,552.05,8.4525,23.283,38.83,642.41,393,1590.98,85
75,145,47.75,1419.17,520.84,552.98,8.4527,23.309,38.78,642.42,395,1586.4,84
75,146,47.66,1409.41,521.05,552.87,8.4412,23.1684,38.79,642.78,393,1599.82,83
75,147,47.46,1415.64,520.92,553.1,8.5047,23.213,38.65,643.44,393,1584.06,82
75,148,47.59,1410.53,520.88,553.61,8.4198,23.3083,38.87,643.13,393,1591.1,81
75,149,47.91,1418.03,520.94,552.54,8.4655,23.3017,38.71,642.92,393,1591.53,80
75,150,47.68,1417.08,521.32,553.05,8.4452,23.325,38.61,642.73,395,1600.64,79
75,151,47.61,1412.2,521.6,552.52,8.4253,23.2227,38.74,643.32,393,1589.99,78
75,152,47.7,1414.76,521.42,553.16,8.468,23.3352,38.85,643.13,394,1587.65,77
75,153,47.54,1412.49,521.33,552.61,8.4515,23.2036,38.77,642.79,394,1583.99,76
75,154,47.73,1413.46,521.14,553.04,8.4733,23.2822,38.73,642.73,393,1592.58,75
75,155,47.67,1414.22,520.56,552.14,8.4698,23.2864,38.88,642.88,392,1584.8,74
75,156,47.55,1416.71,521.01,553.17,8.4663,23.1942,38.82,643.17,392,1592.71,73
75,157,47.75,1415.27,520.49,553.1,8.4468,23.2172,38.8,642.68,391,1593.73,72
75,158,47.57,1412.1,520.96,552.84,8.4456,23.23,38.71,643.01,392,1588.66,71
75,159,47.63,1415.11,521.12,552.83,8.4595,23.2432,38.57,642.98,394,1589.09,70
75,160,47.71,1418.71,521.03,553.17,8.4713,23.421,38.77,643.09,395,1593.9,69
75,161,47.59,1415.06,521.06,552.31,8.4656,23.2723,38.7,642.72,394,1594.05,68
75,162,47.91,1410.32,520.98,552.3,8.461,23.316,38.71,642.54,394,1587.69,67
75,163,47.76,1422.15,521.09,552.32,8.4603,23.3747,38.92,643.31,393,1592.04,66
75,164,47.75,1426.87,520.31,552.03,8.4727,23.3398,38.56,643.18,394,1592.8,65
75,165,47.74,1416.22,521.08,552.67,8.4415,23.2238,38.77,643.39,395,1592.41,64
75,166,47.73,1408.89,521.0,552.5,8.4353,23.2349,38.84,642.84,394,1587.73,63
75,167,47.8,1417.83,520.77,552.8,8.4813,23.2612,38.64,643.03,393,1592.91,62
75,168,47.74,1420.61,520.51,552.12,8.4817,23.2189,38.85,643.16,393,1589.45,61
75,169,47.79,1415.69,521.33,553.25,8.4625,23.242,38.62,643.1,392,1595.43,60
75,170,47.56,1414.46,521.28,552.57,8.4747,23.2704,38.67,643.15,394,1592.35,59
75,171,47.93,1421.1,520.54,552.86,8.481,23.2491,38.48,642.89,395,1589.06,58
75,172,47.91,1417.92,520.61,552.25,8.4368,23.1613,38.56,642.9,396,1592.32,57
75,173,47.77,1414.64,520.75,552.47,8.4654,23.3322,38.47,643.45,394,1594.97,56
75,174,47.76,1411.71,521.2,552.34,8.4931,23.24,38.55,642.81,394,1591.42,55
75,175,47.83,1420.25,520.64,552.99,8.4554,23.3063,38.58,643.74,395,1592.11,54
75,176,47.77,1415.56,520.61,552.14,8.4697,23.1901,38.75,642.8,394,1593.3,53
75,177,47.81,1414.24,520.2,551.96,8.4666,23.3035,38.52,642.98,394,1597.43,52
75,178,47.89,1417.41,520.84,551.53,8.4517,23.2433,38.72,642.57,393,1598.31,51
75,179,47.78,1415.33,520.43,552.7,8.4688,23.213,38.72,642.92,395,1589.18,50
75,180,47.99,1422.54,520.29,552.59,8.4905,23.1624,38.77,643.02,394,1592.36,49
75,181,47.72,1419.42,519.97,552.39,8.4615,23.107,38.81,642.97,393,1598.01,48
75,182,47.86,1427.8,519.96,552.45,8.5263,23.181,38.52,643.04,395,1596.44,47
75,183,47.97,1420.41,520.85,552.11,8.4471,23.1118,38.48,643.08,395,1592.79,46
75,184,47.87,1414.23,520.77,552.57,8.4632,23.1799,38.73,643.54,396,1594.84,45
75,185,47.75,1415.6,520.47,552.28,8.4761,23.1402,38.61,643.55,396,1603.15,44
75,186,47.71,1412.71,520.61,551.77,8.5335,23.2189,38.63,642.47,394,1594.11,43
75,187,47.73,1421.63,520.84,552.28,8.4817,23.0487,38.51,643.2,394,1593.02,42
75,188,47.86,1419.67,520.4,552.17,8.4495,23.2814,38.54,642.8,395,1594.94,41
75,189,47.94,1421.9,520.6,552.32,8.5052,23.2234,38.62,643.12,395,1587.54,40
75,190,47.95,1417.74,520.41,552.48,8.47,23.2514,38.6,643.5,394,1599.07,39
75,191,47.97,1414.65,520.31,552.39,8.4477,23.0844,38.62,643.19,395,1598.88,38
75,192,47.81,1429.08,520.48,552.28,8.4949,23.1947,38.69,642.53,396,1601.87,37
75,193,47.83,1420.7,520.57,552.16,8.4749,23.0929,38.5,643.69,396,1597.99,36
75,194,47.93,1416.44,520.56,552.27,8.4254,23.1885,38.77,643.04,396,1593.99,35
75,195,47.94,1416.76,520.39,552.23,8.4725,23.1601,38.62,643.76,395,1592.44,34
75,196,47.84,1421.77,520.68,552.46,8.5183,23.1879,38.56,643.13,396,1604.22,33
75,197,47.93,1418.96,519.98,552.02,8.4579,23.1612,38.48,643.48,395,1605.88,32
75,198,48.0,1421.32,520.54,552.03,8.4568,23.2021,38.68,643.37,396,1602.25,31
75,199,47.83,1419.43,520.32,552.14,8.4633,23.0859,38.42,642.91,393,1600.45,30
75,200,47.95,1423.04,520.31,551.8,8.4714,23.2285,38.71,643.85,395,1604.02,29
75,201,47.98,1424.92,520.45,551.74,8.4727,23.0928,38.68,643.62,396,1594.8,28
75,202,47.92,1420.5,520.27,552.0,8.5054,23.144,38.57,643.45,395,1595.81,27
75,203,48.05,1419.41,520.32,552.28,8.4989,23.1062,38.51,643.23,397,1600.32,26
75,204,48.08,1427.97,520.14,551.73,8.4977,23.0632,38.41,643.58,395,1595.64,25
75,205,48.04,1422.42,520.52,552.21,8.5177,23.1404,38.35,643.68,396,1604.14,24
75,206,47.92,1426.96,519.99,552.83,8.5388,23.1302,38.42,642.96,394,1593.0,23
75,207,48.02,1424.5,520.19,552.29,8.4619,23.1438,38.43,643.51,396,1596.41,22
75,208,47.97,1421.41,519.97,551.41,8.4878,23.0905,38.39,643.68,397,1599.12,21
75,209,48.04,1427.14,519.81,552.04,8.5039,23.0935,38.44,643.37,395,1600.45,20
75,210,48.0,1421.11,519.78,551.58,8.4916,23.1442,38.53,643.33,396,1597.06,19
75,211,48.1,1429.36,519.78,551.31,8.5308,23.1597,38.48,643.09,395,1596.78,18
75,212,47.99,1421.55,519.72,551.59,8.5259,23.1695,38.64,643.36,396,1593.54,17
75,213,47.91,1422.28,520.08,551.81,8.527,23.0658,38.5,642.91,397,1595.59,16
75,214,48.0,1429.92,519.17,551.48,8.4956,23.0597,38.52,643.73,395,1597.8,15
75,215,48.22,1430.12,519.78,551.15,8.4974,23.0685,38.62,643.31,394,1590.79,14
75,216,47.96,1426.54,519.87,551.46,8.4698,23.1539,38.41,643.04,396,1593.37,13
75,217,47.79,1430.28,520.18,551.43,8.5033,23.0906,38.7,643.6,397,1596.2,12
75,218,47.86,1425.31,519.37,551.92,8.4929,23.1274,38.57,643.18,396,1601.18,11
75,219,48.23,1423.98,519.85,551.26,8.4941,23.0289,38.48,643.47,395,1593.08,10
75,220,48.11,1431.75,519.88,551.4,8.496,23.0755,38.51,643.83,396,1600.76,9
75,221,48.16,1424.78,519.78,550.92,8.5074,23.0398,38.51,643.48,397,1599.18,8
75,222,48.18,1429.07,520.17,551.58,8.531,23.2221,38.56,644.3,396,1599.91,7
75,223,48.21,1430.09,519.49,551.4,8.4993,23.1294,38.52,643.6,395,1600.67,6
